,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp
0,2016-01-01,2016,1,1,3.2,-6.7,-1.8
1,2016-01-02,2016,1,2,3.7,-15.9,-6.1
2,2016-01-03,2016,1,3,-2.3,-18.8,-10.6
3,2016-01-04,2016,1,4,-8.2,-20.1,-14.2
4,2016-01-05,2016,1,5,-7.3,-21.0,-14.2
5,2016-01-06,2016,1,6,-7.6,-12.5,-10.1
6,2016-01-07,2016,1,7,-7.7,-15.2,-11.5
7,2016-01-08,2016,1,8,-10.4,-17.2,-13.8
8,2016-01-09,2016,1,9,-17.0,-25.0,-21.0
9,2016-01-10,2016,1,10,-1.7,-24.3,-13.0
10,2016-01-11,2016,1,11,-4.9,-14.1,-9.5
11,2016-01-12,2016,1,12,2.9,-12.5,-4.8
12,2016-01-13,2016,1,13,-0.7,-11.4,-6.1
13,2016-01-14,2016,1,14,-4.4,-13.1,-8.8
14,2016-01-15,2016,1,15,-13.1,-20.4,-16.8
15,2016-01-16,2016,1,16,-20.1,-27.6,-23.9
16,2016-01-17,2016,1,17,-16.5,-29.3,-22.9
17,2016-01-18,2016,1,18,-8.0,-18.7,-13.4
18,2016-01-19,2016,1,19,-9.9,-18.5,-14.2
19,2016-01-20,2016,1,20,-10.3,-19.2,-14.8
20,2016-01-21,2016,1,21,-7.3,-19.9,-13.6
21,2016-01-22,2016,1,22,-3.4,-14.2,-8.8
22,2016-01-23,2016,1,23,-2.0,-11.7,-6.9
23,2016-01-24,2016,1,24,0.5,-15.6,-7.6
24,2016-01-25,2016,1,25,2.4,-17.8,-7.7
25,2016-01-26,2016,1,26,7.4,-8.6,-0.6
26,2016-01-27,2016,1,27,7.7,-1.7,3.0
27,2016-01-28,2016,1,28,12.8,-1.2,5.8
28,2016-01-29,2016,1,29,4.5,-4.4,0.1
29,2016-01-30,2016,1,30,1.0,-11.7,-5.4
30,2016-01-31,2016,1,31,-1.0,-12.3,-6.7
31,2016-02-01,2016,2,1,-3.8,-14.5,-9.2
32,2016-02-02,2016,2,2,-1.2,-11.5,-6.4
33,2016-02-03,2016,2,3,-0.1,-17.8,-9.0
34,2016-02-04,2016,2,4,-3.0,-16.4,-9.7
35,2016-02-05,2016,2,5,9.2,-11.6,-1.2
