,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp
0,2016-01-01,2016,1,1,-0.2,-3.8,-2.0
1,2016-01-02,2016,1,2,0.5,-4.3,-1.9
2,2016-01-03,2016,1,3,-0.1,-3.7,-1.9
3,2016-01-04,2016,1,4,-1.9,-6.1,-4.0
4,2016-01-05,2016,1,5,-6.0,-10.0,-8.0
5,2016-01-06,2016,1,6,-1.5,-7.9,-4.7
6,2016-01-07,2016,1,7,0.2,-4.4,-2.1
7,2016-01-08,2016,1,8,-4.2,-7.8,-6.0
8,2016-01-09,2016,1,9,-3.1,-5.2,-4.2
9,2016-01-10,2016,1,10,-4.3,-7.2,-5.8
10,2016-01-11,2016,1,11,1.4,-5.8,-2.2
11,2016-01-12,2016,1,12,3.4,-5.4,-1.0
12,2016-01-13,2016,1,13,2.5,-8.1,-2.8
13,2016-01-14,2016,1,14,0.9,-3.8,-1.5
14,2016-01-15,2016,1,15,-2.9,-5.9,-4.4
15,2016-01-16,2016,1,16,-1.7,-7.7,-4.7
16,2016-01-17,2016,1,17,-0.3,-7.2,-3.8
17,2016-01-18,2016,1,18,-1.0,-3.9,-2.5
18,2016-01-19,2016,1,19,-1.2,-6.2,-3.7
19,2016-01-20,2016,1,20,-0.6,-6.6,-3.6
20,2016-01-21,2016,1,21,-1.9,-5.4,-3.7
21,2016-01-22,2016,1,22,-2.4,-6.2,-4.3
22,2016-01-23,2016,1,23,-3.4,-5.5,-4.5
23,2016-01-24,2016,1,24,-4.4,-7.5,-6.0
24,2016-01-25,2016,1,25,-4.0,-9.2,-6.6
25,2016-01-26,2016,1,26,5.1,-11.0,-3.0
26,2016-01-27,2016,1,27,5.4,-1.6,1.9
27,2016-01-28,2016,1,28,-1.6,-5.8,-3.7
28,2016-01-29,2016,1,29,-0.3,-5.9,-3.1
29,2016-01-30,2016,1,30,-0.5,-6.2,-3.4
30,2016-01-31,2016,1,31,0.1,-7.5,-3.7
31,2016-02-01,2016,2,1,7.1,0.0,3.6
32,2016-02-02,2016,2,2,4.2,-7.1,-1.5
33,2016-02-03,2016,2,3,-4.7,-8.6,-6.7
34,2016-02-04,2016,2,4,6.2,-6.2,0.0
35,2016-02-05,2016,2,5,4.0,-0.1,2.0
36,2016-02-06,2016,2,6,10.9,-6.3,2.3
37,2016-02-07,2016,2,7,-0.5,-6.3,-3.4
38,2016-02-08,2016,2,8,-3.9,-8.3,-6.1
39,2016-02-09,2016,2,9,0.1,-4.0,-2.0
40,2016-02-10,2016,2,10,0.5,-2.7,-1.1
41,2016-02-11,2016,2,11,-2.7,-4.5,-3.6
42,2016-02-12,2016,2,12,-1.0,-6.3,-3.7
43,2016-02-13,2016,2,13,-3.5,-10.0,-6.8
44,2016-02-14,2016,2,14,-3.8,-10.5,-7.2
45,2016-02-15,2016,2,15,-5.3,-11.7,-8.5
46,2016-02-16,2016,2,16,4.5,-7.9,-1.7
47,2016-02-17,2016,2,17,10.7,2.9,6.8
48,2016-02-18,2016,2,18,7.4,-3.0,2.2
49,2016-02-19,2016,2,19,-3.0,-7.2,-5.1
50,2016-02-20,2016,2,20,-3.3,-7.4,-5.4
51,2016-02-21,2016,2,21,-1.2,-7.9,-4.6
52,2016-02-22,2016,2,22,3.9,-2.3,0.8
53,2016-02-23,2016,2,23,-2.3,-9.6,-6.0
54,2016-02-24,2016,2,24,-3.9,-9.8,-6.9
55,2016-02-25,2016,2,25,11.1,-4.2,3.5
56,2016-02-26,2016,2,26,10.9,3.4,7.2
57,2016-02-27,2016,2,27,3.7,-5.0,-0.7
58,2016-02-28,2016,2,28,1.7,-5.8,-2.1
59,2016-02-29,2016,2,29,6.9,-6.0,0.5
60,2016-03-01,2016,3,1,9.1,-3.2,3.0
61,2016-03-02,2016,3,2,2.2,-4.5,-1.2
62,2016-03-03,2016,3,3,4.8,-6.2,-0.7
63,2016-03-04,2016,3,4,-2.0,-8.0,-5.0
64,2016-03-05,2016,3,5,2.4,-8.4,-3.0
65,2016-03-06,2016,3,6,2.6,-6.5,-2.0
66,2016-03-07,2016,3,7,,-7.4,
67,2016-03-08,2016,3,8,0.1,-9.5,-4.7
68,2016-03-09,2016,3,9,-4.5,-11.1,-7.8
69,2016-03-10,2016,3,10,-1.3,-7.4,-4.4
70,2016-03-11,2016,3,11,-1.3,-7.0,-4.2
71,2016-03-12,2016,3,12,-3.3,-12.0,-7.7
72,2016-03-13,2016,3,13,-2.1,-11.9,-7.0
73,2016-03-14,2016,3,14,-6.2,-8.9,-7.6
74,2016-03-15,2016,3,15,-4.3,-9.9,-7.1
75,2016-03-16,2016,3,16,1.0,-6.4,-2.7
76,2016-03-17,2016,3,17,0.4,-6.4,-3.0
77,2016-03-18,2016,3,18,-1.0,-6.1,-3.6
78,2016-03-19,2016,3,19,3.3,-5.8,-1.3
79,2016-03-20,2016,3,20,-1.9,-7.2,-4.6
80,2016-03-21,2016,3,21,0.6,-8.5,-4.0
81,2016-03-22,2016,3,22,4.6,-4.7,-0.1
82,2016-03-23,2016,3,23,0.1,-7.3,-3.6
83,2016-03-24,2016,3,24,-3.0,-8.3,-5.7
84,2016-03-25,2016,3,25,-1.8,-7.7,-4.8
85,2016-03-26,2016,3,26,-1.5,-5.3,-3.4
86,2016-03-27,2016,3,27,1.9,-5.6,-1.9
87,2016-03-28,2016,3,28,3.7,-3.8,-0.1
