,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp
0,2016-01-01,2016,1,1,-8.4,-22.3,-15.4
1,2016-01-02,2016,1,2,-3.1,-25.0,-14.1
2,2016-01-03,2016,1,3,-1.0,-22.5,-11.8
3,2016-01-04,2016,1,4,4.4,-7.2,-1.4
4,2016-01-05,2016,1,5,0.0,-13.1,-6.6
5,2016-01-06,2016,1,6,2.8,-9.4,-3.3
6,2016-01-07,2016,1,7,-7.6,-11.7,-9.7
7,2016-01-08,2016,1,8,-2.1,-22.4,-12.3
8,2016-01-09,2016,1,9,-2.8,-22.4,-12.6
9,2016-01-10,2016,1,10,-2.6,-6.6,-4.6
10,2016-01-11,2016,1,11,-1.9,-4.9,-3.4
11,2016-01-12,2016,1,12,1.8,-2.5,-0.4
12,2016-01-13,2016,1,13,4.5,1.3,2.9
13,2016-01-14,2016,1,14,2.8,-8.3,-2.8
14,2016-01-15,2016,1,15,-2.0,-12.1,-7.1
15,2016-01-16,2016,1,16,-11.2,-16.3,-13.8
16,2016-01-17,2016,1,17,3.7,-13.2,-4.8
17,2016-01-18,2016,1,18,4.5,-3.1,0.7
18,2016-01-19,2016,1,19,3.3,-3.7,-0.2
19,2016-01-20,2016,1,20,1.3,-8.5,-3.6
20,2016-01-21,2016,1,21,4.4,-8.2,-1.9
21,2016-01-22,2016,1,22,8.6,1.7,5.2
22,2016-01-23,2016,1,23,4.3,-3.5,0.4
23,2016-01-24,2016,1,24,3.3,-11.4,-4.1
24,2016-01-25,2016,1,25,1.3,-12.8,-5.8
25,2016-01-26,2016,1,26,5.7,-1.5,2.1
26,2016-01-27,2016,1,27,5.8,2.6,4.2
27,2016-01-28,2016,1,28,5.8,3.1,4.5
28,2016-01-29,2016,1,29,3.7,-0.8,1.5
29,2016-01-30,2016,1,30,1.5,-4.6,-1.6
30,2016-01-31,2016,1,31,0.6,-7.9,-3.7
31,2016-02-01,2016,2,1,0.1,-12.3,-6.1
32,2016-02-02,2016,2,2,0.0,-13.7,-6.9
33,2016-02-03,2016,2,3,-1.6,-11.9,-6.8
34,2016-02-04,2016,2,4,3.5,-3.2,0.2
35,2016-02-05,2016,2,5,6.3,-0.3,3.0
36,2016-02-06,2016,2,6,5.3,-1.4,2.0
37,2016-02-07,2016,2,7,2.8,-10.2,-3.7
38,2016-02-08,2016,2,8,8.6,0.7,4.7
39,2016-02-09,2016,2,9,10.9,1.4,6.2
40,2016-02-10,2016,2,10,11.2,2.7,7.0
41,2016-02-11,2016,2,11,9.6,-2.7,3.5
42,2016-02-12,2016,2,12,9.7,-2.4,3.7
43,2016-02-13,2016,2,13,7.0,0.0,3.5
44,2016-02-14,2016,2,14,5.6,0.7,3.2
45,2016-02-15,2016,2,15,7.8,2.7,5.3
46,2016-02-16,2016,2,16,8.6,0.7,4.7
47,2016-02-17,2016,2,17,7.7,-1.1,3.3
48,2016-02-18,2016,2,18,6.0,0.6,3.3
49,2016-02-19,2016,2,19,4.4,-0.9,1.8
50,2016-02-20,2016,2,20,5.6,-0.8,2.4
51,2016-02-21,2016,2,21,3.2,-4.7,-0.8
52,2016-02-22,2016,2,22,4.9,-1.4,1.8
53,2016-02-23,2016,2,23,3.2,-10.3,-3.6
54,2016-02-24,2016,2,24,5.8,-12.5,-3.4
55,2016-02-25,2016,2,25,8.7,-5.2,1.8
56,2016-02-26,2016,2,26,12.0,-0.3,5.9
57,2016-02-27,2016,2,27,9.0,-3.8,2.6
58,2016-02-28,2016,2,28,8.0,-0.9,3.6
59,2016-02-29,2016,2,29,5.4,-0.7,2.4
60,2016-03-01,2016,3,1,3.2,-5.1,-1.0
61,2016-03-02,2016,3,2,6.8,0.4,3.6
62,2016-03-03,2016,3,3,9.0,2.0,5.5
63,2016-03-04,2016,3,4,9.8,2.3,6.1
64,2016-03-05,2016,3,5,12.2,-2.0,5.1
65,2016-03-06,2016,3,6,8.5,-0.7,3.9
66,2016-03-07,2016,3,7,7.9,-2.3,2.8
67,2016-03-08,2016,3,8,6.0,-3.6,1.2
68,2016-03-09,2016,3,9,5.5,-3.5,1.0
69,2016-03-10,2016,3,10,7.3,-2.5,2.4
70,2016-03-11,2016,3,11,10.9,-1.6,4.7
71,2016-03-12,2016,3,12,10.4,-2.9,3.8
72,2016-03-13,2016,3,13,4.9,-2.3,1.3
73,2016-03-14,2016,3,14,5.2,-1.4,1.9
74,2016-03-15,2016,3,15,5.5,-2.3,1.6
75,2016-03-16,2016,3,16,5.7,-3.4,1.2
76,2016-03-17,2016,3,17,2.5,-7.4,-2.5
77,2016-03-18,2016,3,18,5.0,-9.8,-2.4
78,2016-03-19,2016,3,19,9.8,-11.3,-0.8
79,2016-03-20,2016,3,20,15.0,-5.9,4.6
80,2016-03-21,2016,3,21,10.7,-3.8,3.5
81,2016-03-22,2016,3,22,3.6,-5.4,-0.9
82,2016-03-23,2016,3,23,8.5,-5.8,1.4
83,2016-03-24,2016,3,24,7.8,-0.5,3.7
84,2016-03-25,2016,3,25,5.6,-4.8,0.4
85,2016-03-26,2016,3,26,7.6,-7.6,0.0
86,2016-03-27,2016,3,27,5.7,-5.1,0.3
87,2016-03-28,2016,3,28,6.2,-2.0,2.1
88,2016-03-29,2016,3,29,9.7,-4.9,2.4
89,2016-03-30,2016,3,30,12.9,-5.1,3.9
