,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp
0,2016-01-01,2016,1,1,0.5,-2.2,-0.9
1,2016-01-02,2016,1,2,2.7,-3.5,-0.4
2,2016-01-03,2016,1,3,2.7,-14.8,-6.1
3,2016-01-04,2016,1,4,-11.6,-17.5,-14.6
4,2016-01-05,2016,1,5,-1.0,-18.5,-9.8
5,2016-01-06,2016,1,6,2.6,-6.6,-2.0
6,2016-01-07,2016,1,7,4.0,-6.8,-1.4
7,2016-01-08,2016,1,8,4.1,-7.5,-1.7
8,2016-01-09,2016,1,9,6.4,3.6,5.0
9,2016-01-10,2016,1,10,7.6,-4.0,1.8
10,2016-01-11,2016,1,11,-3.8,-9.5,-6.7
11,2016-01-12,2016,1,12,0.0,-8.9,-4.5
12,2016-01-13,2016,1,13,-6.4,-13.0,-9.7
13,2016-01-14,2016,1,14,-1.9,-10.3,-6.1
14,2016-01-15,2016,1,15,-0.2,-5.2,-2.7
15,2016-01-16,2016,1,16,2.1,-5.1,-1.5
16,2016-01-17,2016,1,17,-0.4,-11.2,-5.8
17,2016-01-18,2016,1,18,-10.4,-16.8,-13.6
18,2016-01-19,2016,1,19,-7.2,-18.2,-12.7
19,2016-01-20,2016,1,20,-4.5,-12.2,-8.4
20,2016-01-21,2016,1,21,-4.7,-14.0,-9.4
21,2016-01-22,2016,1,22,-4.0,-15.2,-9.6
22,2016-01-23,2016,1,23,-6.0,-17.7,-11.9
23,2016-01-24,2016,1,24,-3.4,-17.5,-10.5
24,2016-01-25,2016,1,25,2.8,-8.1,-2.7
25,2016-01-26,2016,1,26,6.8,1.6,4.2
26,2016-01-27,2016,1,27,1.6,-5.5,-2.0
27,2016-01-28,2016,1,28,2.1,-1.6,0.3
28,2016-01-29,2016,1,29,1.4,-11.5,-5.1
29,2016-01-30,2016,1,30,2.8,-11.2,-4.2
30,2016-01-31,2016,1,31,9.5,-3.6,3.0
31,2016-02-01,2016,2,1,9.2,-0.6,4.3
32,2016-02-02,2016,2,2,2.4,-1.1,0.7
33,2016-02-03,2016,2,3,11.3,-0.7,5.3
34,2016-02-04,2016,2,4,4.8,-2.9,1.0
35,2016-02-05,2016,2,5,1.4,-5.3,-2.0
36,2016-02-06,2016,2,6,2.2,-0.9,0.7
37,2016-02-07,2016,2,7,5.1,-2.1,1.5
38,2016-02-08,2016,2,8,0.6,-5.3,-2.4
39,2016-02-09,2016,2,9,-2.7,-5.6,-4.2
40,2016-02-10,2016,2,10,-2.2,-10.3,-6.3
41,2016-02-11,2016,2,11,-10.3,-16.8,-13.6
42,2016-02-12,2016,2,12,-3.8,-16.0,-9.9
43,2016-02-13,2016,2,13,-12.8,-26.4,-19.6
44,2016-02-14,2016,2,14,-16.5,-26.8,-21.7
45,2016-02-15,2016,2,15,-1.2,-19.6,-10.4
46,2016-02-16,2016,2,16,-0.5,-3.5,-2.0
47,2016-02-17,2016,2,17,-0.1,-13.1,-6.6
48,2016-02-18,2016,2,18,-8.2,-19.8,-14.0
49,2016-02-19,2016,2,19,3.3,-19.7,-8.2
50,2016-02-20,2016,2,20,9.1,2.4,5.8
51,2016-02-21,2016,2,21,5.8,-4.0,0.9
52,2016-02-22,2016,2,22,-2.0,-9.4,-5.7
53,2016-02-23,2016,2,23,-1.2,-10.7,-6.0
54,2016-02-24,2016,2,24,1.6,-5.3,-1.9
55,2016-02-25,2016,2,25,1.5,-7.4,-3.0
56,2016-02-26,2016,2,26,-4.2,-12.1,-8.2
57,2016-02-27,2016,2,27,4.8,-9.1,-2.2
58,2016-02-28,2016,2,28,8.6,-3.1,2.8
59,2016-02-29,2016,2,29,6.7,-8.8,-1.1
60,2016-03-01,2016,3,1,-8.4,-12.4,-10.4
61,2016-03-02,2016,3,2,-4.8,-12.3,-8.6
62,2016-03-03,2016,3,3,-6.0,-16.3,-11.2
63,2016-03-04,2016,3,4,0.1,-11.6,-5.8
64,2016-03-05,2016,3,5,1.0,-8.1,-3.6
65,2016-03-06,2016,3,6,2.4,-8.8,-3.2
66,2016-03-07,2016,3,7,6.8,0.9,3.9
67,2016-03-08,2016,3,8,10.1,0.9,5.5
68,2016-03-09,2016,3,9,17.2,4.6,10.9
69,2016-03-10,2016,3,10,10.7,4.2,7.5
70,2016-03-11,2016,3,11,7.3,-1.9,2.7
71,2016-03-12,2016,3,12,11.1,-1.6,4.8
72,2016-03-13,2016,3,13,10.1,-1.2,4.5
73,2016-03-14,2016,3,14,7.8,2.8,5.3
74,2016-03-15,2016,3,15,8.4,5.6,7.0
75,2016-03-16,2016,3,16,9.3,0.8,5.1
76,2016-03-17,2016,3,17,11.2,-2.2,4.5
77,2016-03-18,2016,3,18,6.2,-3.3,1.5
78,2016-03-19,2016,3,19,2.3,-7.6,-2.7
79,2016-03-20,2016,3,20,3.7,-8.8,-2.6
80,2016-03-21,2016,3,21,6.4,-5.9,0.3
81,2016-03-22,2016,3,22,6.4,-5.9,0.3
82,2016-03-23,2016,3,23,4.9,0.2,2.6
83,2016-03-24,2016,3,24,0.3,-4.0,-1.9
84,2016-03-25,2016,3,25,2.0,-3.0,-0.5
85,2016-03-26,2016,3,26,6.6,-4.1,1.3
86,2016-03-27,2016,3,27,15.4,-3.6,5.9
87,2016-03-28,2016,3,28,10.7,1.1,5.9
88,2016-03-29,2016,3,29,8.4,-1.9,3.3
89,2016-03-30,2016,3,30,12.4,-3.2,4.6
90,2016-03-31,2016,3,31,16.2,7.9,12.1
91,2016-04-01,2016,4,1,11.5,-0.5,5.5
92,2016-04-02,2016,4,2,6.6,-0.8,2.9
93,2016-04-03,2016,4,3,-0.6,-7.0,-3.8
94,2016-04-04,2016,4,4,-0.4,-7.7,-4.1
95,2016-04-05,2016,4,5,0.3,-9.2,-4.5
96,2016-04-06,2016,4,6,6.5,-2.8,1.9
97,2016-04-07,2016,4,7,8.5,0.9,4.7
98,2016-04-08,2016,4,8,4.0,-3.7,0.2
99,2016-04-09,2016,4,9,3.8,-6.4,-1.3
100,2016-04-10,2016,4,10,1.4,-8.0,-3.3
101,2016-04-11,2016,4,11,8.0,0.8,4.4
102,2016-04-12,2016,4,12,7.8,-1.1,3.4
103,2016-04-13,2016,4,13,6.4,-4.5,1.0
104,2016-04-14,2016,4,14,12.0,-5.3,3.4
105,2016-04-15,2016,4,15,16.7,-1.2,7.8
106,2016-04-16,2016,4,16,19.8,2.6,11.2
107,2016-04-17,2016,4,17,20.4,1.5,11.0
108,2016-04-18,2016,4,18,21.9,7.6,14.8
