,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp
0,2016-01-01,2016,1,1,1.2,-12.0,-5.4
1,2016-01-02,2016,1,2,-1.6,-16.8,-9.2
2,2016-01-03,2016,1,3,-2.7,-16.3,-9.5
3,2016-01-04,2016,1,4,-2.0,-12.9,-7.5
4,2016-01-05,2016,1,5,-7.1,-13.8,-10.5
5,2016-01-06,2016,1,6,-8.6,-16.6,-12.6
6,2016-01-07,2016,1,7,-9.5,-15.6,-12.6
7,2016-01-08,2016,1,8,-13.1,-22.3,-17.7
8,2016-01-09,2016,1,9,-5.0,-25.5,-15.3
9,2016-01-10,2016,1,10,-1.0,-16.2,-8.6
10,2016-01-11,2016,1,11,-2.1,-10.0,-6.1
11,2016-01-12,2016,1,12,6.3,-9.9,-1.8
12,2016-01-13,2016,1,13,8.7,-4.7,2.0
13,2016-01-14,2016,1,14,1.1,-3.8,-1.4
14,2016-01-15,2016,1,15,-3.7,-12.7,-8.2
15,2016-01-16,2016,1,16,-12.7,-17.5,-15.1
16,2016-01-17,2016,1,17,-12.3,-17.9,-15.1
17,2016-01-18,2016,1,18,5.0,-12.3,-3.7
18,2016-01-19,2016,1,19,5.3,-9.8,-2.3
19,2016-01-20,2016,1,20,-6.1,-11.2,-8.7
20,2016-01-21,2016,1,21,3.0,-12.5,-4.8
21,2016-01-22,2016,1,22,9.4,-4.8,2.3
22,2016-01-23,2016,1,23,5.7,-4.9,0.4
23,2016-01-24,2016,1,24,-0.2,-10.5,-5.4
24,2016-01-25,2016,1,25,1.8,-13.5,-5.9
25,2016-01-26,2016,1,26,10.4,-7.5,1.5
26,2016-01-27,2016,1,27,11.0,0.7,5.9
27,2016-01-28,2016,1,28,12.8,0.4,6.6
28,2016-01-29,2016,1,29,5.8,-1.1,2.4
29,2016-01-30,2016,1,30,2.9,-1.7,0.6
30,2016-01-31,2016,1,31,2.2,-2.7,-0.3
31,2016-02-01,2016,2,1,-0.1,-5.8,-3.0
32,2016-02-02,2016,2,2,-1.6,-9.8,-5.7
33,2016-02-03,2016,2,3,-0.6,-10.9,-5.8
34,2016-02-04,2016,2,4,5.8,-5.1,0.4
35,2016-02-05,2016,2,5,10.0,1.7,5.9
36,2016-02-06,2016,2,6,7.3,-0.6,3.4
37,2016-02-07,2016,2,7,5.2,-3.7,0.8
38,2016-02-08,2016,2,8,13.9,-5.8,4.1
39,2016-02-09,2016,2,9,16.4,0.3,8.4
40,2016-02-10,2016,2,10,5.9,-2.2,1.9
41,2016-02-11,2016,2,11,7.6,-3.1,2.3
42,2016-02-12,2016,2,12,1.9,-4.3,-1.2
43,2016-02-13,2016,2,13,7.8,-4.9,1.5
44,2016-02-14,2016,2,14,9.4,-1.5,4.0
45,2016-02-15,2016,2,15,8.8,-2.6,3.1
46,2016-02-16,2016,2,16,10.5,-5.2,2.7
47,2016-02-17,2016,2,17,6.1,-2.6,1.8
48,2016-02-18,2016,2,18,9.7,-3.0,3.4
49,2016-02-19,2016,2,19,6.7,-0.2,3.3
50,2016-02-20,2016,2,20,3.8,-7.5,-1.9
51,2016-02-21,2016,2,21,5.7,-3.4,1.2
52,2016-02-22,2016,2,22,6.6,-6.8,-0.1
53,2016-02-23,2016,2,23,4.7,-4.2,0.3
54,2016-02-24,2016,2,24,4.1,-10.5,-3.2
55,2016-02-25,2016,2,25,12.1,-5.8,3.2
56,2016-02-26,2016,2,26,16.9,0.0,8.5
57,2016-02-27,2016,2,27,12.2,-0.7,5.8
58,2016-02-28,2016,2,28,6.7,-5.4,0.7
59,2016-02-29,2016,2,29,2.7,-11.3,-4.3
60,2016-03-01,2016,3,1,5.9,-7.1,-0.6
61,2016-03-02,2016,3,2,1.7,-4.2,-1.3
62,2016-03-03,2016,3,3,12.5,-4.0,4.3
63,2016-03-04,2016,3,4,13.1,-5.8,3.7
64,2016-03-05,2016,3,5,17.0,-3.3,6.9
65,2016-03-06,2016,3,6,9.0,-1.9,3.6
66,2016-03-07,2016,3,7,11.9,-3.3,4.3
67,2016-03-08,2016,3,8,9.3,-3.7,2.8
68,2016-03-09,2016,3,9,9.9,-6.8,1.6
69,2016-03-10,2016,3,10,15.7,-2.4,6.7
70,2016-03-11,2016,3,11,12.7,-0.1,6.3
71,2016-03-12,2016,3,12,15.2,-1.0,7.1
72,2016-03-13,2016,3,13,9.2,0.4,4.8
73,2016-03-14,2016,3,14,6.8,-3.8,1.5
74,2016-03-15,2016,3,15,5.8,-5.4,0.2
75,2016-03-16,2016,3,16,7.1,-1.2,3.0
76,2016-03-17,2016,3,17,2.1,-4.4,-1.2
77,2016-03-18,2016,3,18,3.8,-8.9,-2.6
78,2016-03-19,2016,3,19,13.0,-9.2,1.9
79,2016-03-20,2016,3,20,14.4,-3.1,5.7
80,2016-03-21,2016,3,21,4.6,-2.0,1.3
81,2016-03-22,2016,3,22,3.9,-4.6,-0.4
82,2016-03-23,2016,3,23,11.1,-7.4,1.9
83,2016-03-24,2016,3,24,8.8,-1.2,3.8
84,2016-03-25,2016,3,25,7.7,-2.3,2.7
85,2016-03-26,2016,3,26,10.2,-2.8,3.7
86,2016-03-27,2016,3,27,10.4,-4.0,3.2
87,2016-03-28,2016,3,28,10.5,1.0,5.8
88,2016-03-29,2016,3,29,12.2,-0.1,6.1
89,2016-03-30,2016,3,30,13.5,5.3,9.4
90,2016-03-31,2016,3,31,11.1,1.8,6.5
91,2016-04-01,2016,4,1,19.4,3.3,11.4
92,2016-04-02,2016,4,2,20.9,3.5,12.2
93,2016-04-03,2016,4,3,15.3,4.1,9.7
94,2016-04-04,2016,4,4,13.8,1.7,7.8
95,2016-04-05,2016,4,5,14.1,1.6,7.9
96,2016-04-06,2016,4,6,14.6,6.5,10.6
97,2016-04-07,2016,4,7,16.3,-2.6,6.9
98,2016-04-08,2016,4,8,24.0,0.9,12.5
99,2016-04-09,2016,4,9,18.2,3.0,10.6
100,2016-04-10,2016,4,10,9.0,-3.4,2.8
101,2016-04-11,2016,4,11,18.5,-4.1,7.2
102,2016-04-12,2016,4,12,18.6,-0.1,9.3
103,2016-04-13,2016,4,13,16.6,5.3,11.0
104,2016-04-14,2016,4,14,9.1,0.7,4.9
105,2016-04-15,2016,4,15,14.1,0.0,7.1
106,2016-04-16,2016,4,16,16.8,0.1,8.5
107,2016-04-17,2016,4,17,20.6,0.8,10.7
108,2016-04-18,2016,4,18,24.0,3.0,13.5
109,2016-04-19,2016,4,19,27.5,4.1,15.8
110,2016-04-20,2016,4,20,18.8,7.1,13.0
111,2016-04-21,2016,4,21,23.6,2.3,13.0
112,2016-04-22,2016,4,22,14.1,3.6,8.9
113,2016-04-23,2016,4,23,7.7,1.5,4.6
114,2016-04-24,2016,4,24,6.7,1.3,4.0
115,2016-04-25,2016,4,25,6.1,1.5,3.8
116,2016-04-26,2016,4,26,11.0,1.4,6.2
117,2016-04-27,2016,4,27,12.0,1.9,7.0
118,2016-04-28,2016,4,28,11.6,2.3,7.0
119,2016-04-29,2016,4,29,11.6,1.9,6.8
