,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp
0,2017-01-01,2017,1,1,5.5,-3.2,1.2
1,2017-01-02,2017,1,2,1.0,-5.8,-2.4
2,2017-01-03,2017,1,3,-0.6,-7.6,-4.1
3,2017-01-04,2017,1,4,8.4,-0.6,3.9
4,2017-01-05,2017,1,5,4.6,-4.0,0.3
5,2017-01-06,2017,1,6,-0.4,-7.0,-3.7
6,2017-01-07,2017,1,7,-7.1,-11.3,-9.2
7,2017-01-08,2017,1,8,-4.8,-12.7,-8.8
8,2017-01-09,2017,1,9,-12.6,-17.2,-14.9
9,2017-01-10,2017,1,10,0.0,-16.4,-8.2
10,2017-01-11,2017,1,11,6.0,-1.4,2.3
11,2017-01-12,2017,1,12,10.0,-1.4,4.3
12,2017-01-13,2017,1,13,8.5,-10.2,-0.9
13,2017-01-14,2017,1,14,-8.7,-13.8,-11.3
14,2017-01-15,2017,1,15,-4.5,-14.5,-9.5
15,2017-01-16,2017,1,16,0.2,-14.9,-7.4
16,2017-01-17,2017,1,17,-1.4,,
17,2017-01-18,2017,1,18,-2.8,-12.3,-7.6
18,2017-01-19,2017,1,19,0.3,-5.8,-2.8
19,2017-01-20,2017,1,20,-1.2,-3.5,-2.4
20,2017-01-21,2017,1,21,1.1,-4.6,-1.8
21,2017-01-22,2017,1,22,-0.9,-3.7,-2.3
22,2017-01-23,2017,1,23,0.0,-4.8,-2.4
23,2017-01-24,2017,1,24,3.2,-7.0,-1.9
24,2017-01-25,2017,1,25,7.0,1.1,4.1
25,2017-01-26,2017,1,26,5.0,0.4,2.7
26,2017-01-27,2017,1,27,4.2,-0.8,1.7
27,2017-01-28,2017,1,28,0.2,-3.4,-1.6
28,2017-01-29,2017,1,29,2.9,-4.0,-0.6
29,2017-01-30,2017,1,30,2.1,-3.4,-0.7
30,2017-01-31,2017,1,31,-2.6,-8.0,-5.3
31,2017-02-01,2017,2,1,-0.8,-10.9,-5.9
32,2017-02-02,2017,2,2,-1.3,-7.0,-4.2
33,2017-02-03,2017,2,3,-6.4,-11.9,-9.2
34,2017-02-04,2017,2,4,-9.0,-13.0,-11.0
35,2017-02-05,2017,2,5,0.4,-14.6,-7.1
36,2017-02-06,2017,2,6,0.1,-10.6,-5.3
37,2017-02-07,2017,2,7,-9.8,-14.6,-12.2
38,2017-02-08,2017,2,8,6.2,-12.2,-3.0
39,2017-02-09,2017,2,9,0.5,-6.7,-3.1
40,2017-02-10,2017,2,10,-6.2,-16.2,-11.2
41,2017-02-11,2017,2,11,-9.9,-17.1,-13.5
42,2017-02-12,2017,2,12,-2.9,,
43,2017-02-13,2017,2,13,-2.1,-5.9,-4.0
44,2017-02-14,2017,2,14,-3.3,-7.1,-5.2
45,2017-02-15,2017,2,15,-2.7,-6.9,-4.8
46,2017-02-16,2017,2,16,-1.6,-5.2,-3.4
47,2017-02-17,2017,2,17,-1.9,-5.4,-3.7
